time,seconds_elapsed,z,y,x
1702338694103153400,0.1821533203125,9.430755615234375,3.950439453125,-0.8978271484375
1702338694202305000,0.281304931640625,8.623916625976562,3.5314483642578125,-0.1244964599609375
1702338694301517600,0.380517578125,8.097183227539062,4.1180267333984375,0.8260040283203125
1702338694400699600,0.47969970703125,9.006988525390625,3.454833984375,0.8595123291015625
1702338694499851300,0.578851318359375,9.021347045898438,3.9935302734375,1.92254638671875
1702338694599033600,0.67803369140625,9.071624755859375,4.26885986328125,1.4556732177734375
1702338694698215700,0.777215576171875,8.734054565429688,4.632781982421875,1.484405517578125
1702338694797397800,0.876397705078125,9.241622924804688,5.0804901123046875,2.001556396484375
1702338694896579800,0.975579833984375,8.834609985351562,4.474761962890625,1.9991607666015625
1702338694995731500,1.0747314453125,8.171417236328125,4.769256591796875,2.21942138671875
1702338695094883000,1.173883056640625,7.71173095703125,5.2696380615234375,1.9632415771484375
1702338695194034700,1.27303466796875,6.82586669921875,5.63116455078125,2.552215576171875
1702338695293186300,1.372186279296875,7.465118408203125,5.64312744140625,2.762908935546875
1702338695392368400,1.471368408203125,7.94635009765625,5.762847900390625,2.959228515625
1702338695491489500,1.570489501953125,6.8378448486328125,6.0621185302734375,2.3343505859375
1702338695590610700,1.669610595703125,7.15386962890625,6.5313873291015625,2.233795166015625
1702338695689762300,1.76876220703125,6.4332275390625,6.069305419921875,2.80120849609375
1702338695788914000,1.867913818359375,8.362945556640625,6.3733673095703125,0.586578369140625
1702338695888736800,1.96773681640625,4.611236572265625,6.7492523193359375,1.9153594970703125
1702338695987461000,2.066461181640625,5.9926910400390625,6.502655029296875,1.93450927734375
1702338696086857000,2.16585693359375,7.6638336181640625,5.8873443603515625,1.3287811279296875
1702338696185886500,2.264886474609375,7.8529815673828125,5.76763916015625,2.097320556640625
1702338696285495800,2.364495849609375,8.202529907226562,5.7867889404296875,2.636016845703125
1702338696384251000,2.4632509765625,7.7428436279296875,5.683837890625,2.7868499755859375
1702338696483158300,2.562158203125,7.4100494384765625,5.6551055908203125,3.28485107421875
1702338696582615000,2.661614990234375,6.90966796875,5.58807373046875,3.64398193359375
1702338696681736200,2.760736083984375,8.3270263671875,5.425262451171875,2.2960357666015625
1702338696780887800,2.8598876953125,4.0007171630859375,5.056549072265625,1.21624755859375
1702338696880008700,2.9590087890625,12.595901489257812,2.810791015625,0.1508331298828125
1702338696979160300,3.058160400390625,12.121841430664062,1.642425537109375,0.4836273193359375
1702338697077945900,3.15694580078125,9.050079345703125,-0.8068389892578125,0.2992706298828125
1702338697177952000,3.256951904296875,11.190505981445312,-0.00958251953125,1.39581298828125
1702338697276615200,3.355615234375,5.6407470703125,0.08380126953125,3.8331146240234375
1702338697375766800,3.454766845703125,9.186553955078125,-1.2665252685546875,4.465179443359375
1702338697474918400,3.55391845703125,9.471466064453125,-0.258575439453125,4.469970703125
1702338697574039600,3.65303955078125,9.327804565429688,-1.3191986083984375,3.77325439453125
1702338697673160700,3.75216064453125,10.922348022460938,-0.450103759765625,3.79241943359375
1702338697772190200,3.851190185546875,5.2193603515625,0.0023956298828125,-1.27850341796875
1702338697871464000,3.9504638671875,9.021347045898438,0.1987152099609375,-0.174774169921875
1702338697970615600,4.049615478515625,10.1107177734375,0.11492919921875,-0.09576416015625
1702338698069736700,4.14873681640625,9.643844604492188,0.0550689697265625,0.0191497802734375
1702338698168888300,4.247888427734375,9.639053344726562,0.088592529296875,0.0718231201171875
1702338698268040000,4.3470400390625,9.651031494140625,0.05267333984375,0.05267333984375
1702338698367130400,4.44613037109375,9.658203125,0.0670318603515625,0.0287322998046875
1702338698466343200,4.54534326171875,9.679763793945312,0.1244964599609375,0.06463623046875
1702338698565787100,4.644787109375,9.653427124023438,0.0670318603515625,0.0550689697265625
1702338698664603100,4.74360302734375,9.684539794921875,0.00958251953125,0.0454864501953125
1702338698763785200,4.84278515625,9.66778564453125,0.0814056396484375,0.0287322998046875
1702338698863089400,4.94208935546875,9.651031494140625,0.088592529296875,0.06463623046875
1702338698962088400,5.04108837890625,9.691726684570312,0.079010009765625,0.035919189453125
1702338699061057000,5.14005712890625,9.617507934570312,0.0670318603515625,0.02154541015625
1702338699160361200,5.239361328125,9.641448974609375,0.1197052001953125,0.0119781494140625
1702338699259818000,5.33881787109375,9.662994384765625,0.0766143798828125,0.0143585205078125
1702338699358633700,5.4376337890625,9.71087646484375,0.0718231201171875,0.062255859375
1702338699457755000,5.5367548828125,9.648635864257812,0.08380126953125,0.026336669921875
1702338699556876000,5.6358759765625,9.62469482421875,0.0933685302734375,0.0406951904296875
1702338699656149800,5.735149658203125,9.643844604492188,0.0981597900390625,0.0430908203125
1702338699755179300,5.83417919921875,9.658203125,0.0383148193359375,0.05267333984375
1702338699854331000,5.933330810546875,9.619903564453125,0.057464599609375,0.026336669921875
1702338699953452000,6.0324521484375,9.634262084960938,0.057464599609375,0.0335235595703125
1702338700052695000,6.131695068359375,9.643844604492188,0.035919189453125,0.0766143798828125
1702338700151755300,6.23075537109375,9.665390014648438,0.07421875,0.0406951904296875
1702338700250998300,6.329998291015625,9.617507934570312,0.0598602294921875,0.0191497802734375
1702338700349783800,6.42878369140625,9.682159423828125,0.079010009765625,0.0502777099609375
1702338700449240600,6.528240478515625,9.670181274414062,0.07421875,0.047882080078125
1702338700549307600,6.6283076171875,9.660598754882812,0.07421875,0.0311279296875
1702338700647421700,6.726421630859375,9.639053344726562,0.1125335693359375,0.00958251953125
1702338700746573300,6.8255732421875,9.617507934570312,0.0670318603515625,0.0383148193359375
1702338700845694500,6.924694580078125,9.643844604492188,0.088592529296875,0.08380126953125
1702338701678091800,7.757091796875,9.648635864257812,0.0933685302734375,0.0454864501953125
1702338701777457200,7.85645703125,9.607925415039062,0.11492919921875,0.035919189453125
1702338701876761300,7.95576123046875,9.643844604492188,0.08380126953125,0.0239410400390625
1702338701975913000,8.054912841796876,9.653427124023438,0.08380126953125,0.0430908203125
1702338702074637300,8.15363720703125,9.665390014648438,0.0718231201171875,0.05267333984375
1702338702174734800,8.25373486328125,9.641448974609375,0.057464599609375,0.004791259765625
1702338702272910000,8.35191015625,9.653427124023438,0.07421875,0.0023956298828125
1702338702372061700,8.451061767578125,9.643844604492188,0.035919189453125,0.035919189453125
1702338702471213300,8.55021337890625,9.6773681640625,0.06463623046875,0.0335235595703125
1702338702570670000,8.649670166015625,9.662994384765625,0.0598602294921875,0.0670318603515625
1702338702669882600,8.748882568359376,9.665390014648438,0.0981597900390625,0.0383148193359375
1702338702769064700,8.848064697265626,9.686935424804688,0.0981597900390625,0.026336669921875
1702338702867880700,8.946880615234376,9.627090454101562,0.0981597900390625,0.026336669921875
1702338702967368000,9.046367919921876,9.651031494140625,0.0550689697265625,0.016754150390625
1702338703066489000,9.145489013671876,9.6151123046875,0.0406951904296875,0.0311279296875
1702338703165640700,9.244640625,9.634262084960938,0.0383148193359375,0.0550689697265625
1702338703264792300,9.343792236328126,9.629486083984375,0.08380126953125,0.047882080078125
1702338703363944000,9.44294384765625,9.686935424804688,0.062255859375,0.0071868896484375
1702338703462851300,9.541851318359376,9.6773681640625,0.0598602294921875,0.0454864501953125
1702338703562644000,9.64164404296875,9.634262084960938,0.1125335693359375,0.0311279296875
1702338703661429200,9.74042919921875,9.639053344726562,0.0670318603515625,0.062255859375
1702338703760580900,9.839580810546876,9.643844604492188,0.047882080078125,-0.0023956298828125
1702338703859732500,9.938732421875,9.646240234375,0.090972900390625,0.0239410400390625
1702338703958884000,10.037884033203126,9.653427124023438,0.06463623046875,0.069427490234375
1702338704058005200,10.137005126953126,9.629486083984375,0.088592529296875,0.0766143798828125
1702338704157034800,10.23603466796875,9.641448974609375,0.0981597900390625,0.047882080078125
1702338704256491500,10.335491455078126,9.648635864257812,0.0670318603515625,0.0239410400390625
1702338704355612700,10.43461279296875,9.6773681640625,0.100555419921875,0.0454864501953125
1702338704454733800,10.53373388671875,9.627090454101562,0.062255859375,0.0287322998046875
1702338704553885400,10.632885498046875,9.6773681640625,0.1173095703125,0.0383148193359375
1702338704653036800,10.732036865234376,9.670181274414062,0.0981597900390625,0.0383148193359375
1702338704752066600,10.831066650390625,9.629486083984375,0.0981597900390625,0.05267333984375
1702338704851035000,10.930034912109376,9.629486083984375,0.09576416015625,0.0335235595703125
1702338704950308600,11.02930859375,9.643844604492188,0.05267333984375,0.0406951904296875
1702338705049552000,11.1285517578125,9.65582275390625,0.06463623046875,0.0383148193359375
1702338705148673000,11.227673095703125,9.629486083984375,0.062255859375,0.0550689697265625
1702338705247824600,11.32682470703125,9.627090454101562,0.07421875,0.069427490234375
1702338705347067600,11.426067626953126,9.639053344726562,0.035919189453125,0.0598602294921875
1702338705445883600,11.524883544921876,9.634262084960938,0.100555419921875,0.0550689697265625
1702338705545279200,11.624279296875,9.6773681640625,0.1029510498046875,0.0287322998046875
1702338705644400400,11.723400390625,9.662994384765625,0.0670318603515625,0.0335235595703125
1702338705743552000,11.822552001953126,9.66778564453125,0.0670318603515625,0.0430908203125
1702338705844687400,11.923687255859376,9.646240234375,0.0550689697265625,0.05267333984375
1702338706675498000,12.754498046875,9.665390014648438,0.069427490234375,0.00958251953125
1702338706774069800,12.85306982421875,9.646240234375,0.0718231201171875,0.0406951904296875
1702338706873526500,12.952526611328125,9.658203125,0.079010009765625,0.016754150390625
1702338706972769500,13.05176953125,9.622299194335938,0.062255859375,0.004791259765625
1702338707071890700,13.150890625,9.660598754882812,0.0598602294921875,0.00958251953125
1702338707170615000,13.249614990234376,9.694122314453125,0.0933685302734375,-0.004791259765625
1702338707270590700,13.3495908203125,9.71087646484375,0.1029510498046875,0.05267333984375
1702338707368887800,13.4478876953125,9.643844604492188,0.06463623046875,0.0502777099609375
1702338707468039400,13.547039306640626,9.66778564453125,0.0598602294921875,0.0670318603515625
1702338707567191000,13.64619091796875,9.648635864257812,0.08380126953125,0.057464599609375
1702338707666708700,13.745708740234376,9.662994384765625,0.0718231201171875,0.0119781494140625
1702338707765830000,13.844829833984376,9.612716674804688,0.06463623046875,0.0430908203125
