time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1702338694281681200,0.36068115234375,0.6883782744407654,0.14702624082565308,0.1361371874809265,0.6971264481544495,0.01909521222114563,-0.40305355191230774,-1.5542670488357544
1702338694380863200,0.45986328125,0.6799709796905518,0.1283746063709259,0.16316364705562592,0.7032333016395569,-0.045207422226667404,-0.4159577786922455,-1.5467058420181274
1702338694480014800,0.559014892578125,0.6928892731666565,0.12486080825328827,0.16903501749038696,0.6897401213645935,-0.0679045021533966,-0.4183024764060974,-1.589769959449768
1702338694579197200,0.658197265625,0.6949252486228943,0.12405978888273239,0.17785371840000153,0.6856064200401306,-0.08487461507320404,-0.4293719530105591,-1.602813720703125
1702338694678379300,0.757379150390625,0.6902027726173401,0.12194593250751495,0.1964334100484848,0.6856845021247864,-0.11584502458572388,-0.45305851101875305,-1.6040929555892944
1702338694777561300,0.856561279296875,0.6949213743209839,0.13206638395786285,0.2049635946750641,0.676485538482666,-0.11993634700775146,-0.47896549105644226,-1.6269985437393188
1702338694876743400,0.955743408203125,0.6957277655601501,0.13416478037834167,0.21503505110740662,0.6721031069755554,-0.13555362820625305,-0.49580034613609314,-1.6396948099136353
1702338694975895000,1.05489501953125,0.7006434202194214,0.13846911489963531,0.23374967277050018,0.6597622036933899,-0.16831405460834503,-0.5264571309089661,-1.6763368844985962
1702338695075046700,1.154046630859375,0.6999417543411255,0.14079171419143677,0.2476482391357422,0.6549271941184998,-0.1913309246301651,-0.5485788583755493,-1.691209316253662
1702338695174198300,1.2531982421875,0.7010284066200256,0.1494876742362976,0.2701326012611389,0.6428382396697998,-0.22653165459632874,-0.5906407833099365,-1.7265266180038452
1702338695273380400,1.35238037109375,0.6990488171577454,0.15308937430381775,0.2806299924850464,0.6396414637565613,-0.24213556945323944,-0.6102093458175659,-1.736087679862976
1702338695372532000,1.451531982421875,0.6969923973083496,0.15687623620033264,0.28877511620521545,0.6373385190963745,-0.2528647780418396,-0.6270741820335388,-1.7425305843353271
1702338695471683600,1.55068359375,0.6939838528633118,0.16349714994430542,0.2950074076652527,0.6361019611358643,-0.2551131546497345,-0.6463019847869873,-1.7436246871948242
1702338695570804700,1.6498046875,0.6900704503059387,0.1741131991147995,0.31199970841407776,0.6293993592262268,-0.2766401171684265,-0.6854811310768127,-1.7619588375091553
1702338695669926000,1.74892578125,0.6798359155654907,0.171451598405838,0.32587090134620667,0.634220540523529,-0.3001868426799774,-0.7029431462287903,-1.7509936094284058
1702338695769077500,1.848077392578125,0.69936603307724,0.18474283814430237,0.28586116433143616,0.6285225749015808,-0.21479365229606628,-0.6658732891082764,-1.7519261837005615
1702338695868473000,1.94747314453125,0.6956701874732971,0.20016713440418243,0.3036494553089142,0.6194941997528076,-0.23292644321918488,-0.7138105034828186,-1.7737013101577759
1702338695967594200,2.04659423828125,0.6945834755897522,0.20024481415748596,0.30270683765411377,0.621147632598877,-0.22908709943294525,-0.7131571173667908,-1.7679660320281982
1702338696068058000,2.14705810546875,0.6941167116165161,0.18189658224582672,0.30082613229751587,0.6281872987747192,-0.2460760474205017,-0.6821524500846863,-1.7581642866134644
1702338696166050000,2.245050048828125,0.6997023820877075,0.16667316854000092,0.30497491359710693,0.6242010593414307,-0.2807561755180359,-0.6610862016677856,-1.7816299200057983
1702338696265201700,2.34420166015625,0.7089167237281799,0.1555616855621338,0.30311039090156555,0.617544949054718,-0.30012330412864685,-0.6371775269508362,-1.8080018758773804
1702338696364445000,2.44344482421875,0.7180923819541931,0.15069100260734558,0.3012182414531708,0.6090181469917297,-0.31164905428886414,-0.6228038668632507,-1.8358516693115234
1702338696463108000,2.542108154296875,0.7316135764122009,0.14339293539524078,0.29855936765670776,0.5958542823791504,-0.32839643955230713,-0.6011754274368286,-1.8772574663162231
1702338696563266800,2.642266845703125,0.7390099167823792,0.13748694956302643,0.3045988082885742,0.5849626064300537,-0.3566421568393707,-0.5938623547554016,-1.9126436710357666
1702338696661930200,2.74093017578125,0.7467901706695557,0.14422351121902466,0.29042935371398926,0.5806503295898438,-0.3252328634262085,-0.5855828523635864,-1.9186536073684692
1702338696761051400,2.840051513671875,0.7670883536338806,0.15075141191482544,0.2792109251022339,0.5575757622718811,-0.31501689553260803,-0.5735790133476257,-1.9781354665756226
1702338696860660700,2.93966064453125,0.8443853855133057,0.11789711564779282,0.12240111082792282,0.5080664753913879,-0.09197592735290527,-0.32940179109573364,-2.0735535621643066
1702338696959354600,3.038354736328125,0.8766191601753235,0.06202017888426781,0.05192335322499275,0.4743378162384033,-0.03261229395866394,-0.15865938365459442,-2.1522178649902344
1702338697057987300,3.1369873046875,0.9066160321235657,0.051171690225601196,0.018907953053712845,0.41841527819633484,0.008588436990976334,-0.10882356762886047,-2.276350975036621
1702338697157718800,3.23671875,0.9295325875282288,0.015939313918352127,0.11140400171279907,0.3511470854282379,-0.1983613669872284,-0.1080809086561203,-2.4299685955047607
1702338697256778800,3.33577880859375,0.9429063200950623,-0.015928693115711212,0.15032806992530823,0.29677513241767883,-0.29784372448921204,-0.05922335386276245,-2.5406229496002197
1702338697355930400,3.434930419921875,0.9394237995147705,-0.04578571021556854,0.18534468114376068,0.2846645712852478,-0.3837202191352844,-0.01949898712337017,-2.556929349899292
1702338697455082000,3.53408203125,0.925860583782196,-0.05320164933800697,0.2561652958393097,0.27263736724853516,-0.5279728174209595,-0.04117747023701668,-2.579974412918091
1702338697554233600,3.633233642578125,0.9584173560142517,-0.024338897317647934,0.17645040154457092,0.2229553610086441,-0.356779545545578,-0.032032959163188934,-2.690241813659668
1702338697653354800,3.732354736328125,0.970780611038208,0.00648342864587903,0.077225461602211,0.22711049020290375,-0.14769670367240906,-0.0476834699511528,-2.685494899749756
1702338697752048600,3.831048583984375,0.9739018082618713,0.016933634877204895,0.023691341280937195,0.225093811750412,-0.03856907784938812,-0.043662816286087036,-2.6881601810455322
1702338697851627500,3.93062744140625,0.9758340120315552,0.041483115404844284,-0.02680204063653946,0.21285858750343323,0.0701962411403656,-0.06960738450288773,-2.70961594581604
1702338697950779100,4.029779052734375,0.9758558869361877,0.03848913311958313,-0.023760981857776642,0.21368034183979034,0.06299798935651779,-0.06501097232103348,-2.708413600921631
1702338698049961200,4.128961181640625,0.9757835268974304,0.037445493042469025,-0.022682834416627884,0.21431249380111694,0.0604754202067852,-0.06339742243289948,-2.707277536392212
1702338698149082400,4.228082275390625,0.9757100939750671,0.0365803986787796,-0.022046709433197975,0.21486179530620575,0.05888877809047699,-0.06194935366511345,-2.7062649726867676
1702338698248172800,4.3271728515625,0.9756280779838562,0.03570015728473663,-0.021341552957892418,0.21545282006263733,0.05716188997030258,-0.0605008564889431,-2.705169200897217
1702338698347019300,4.426019287109375,0.9755522012710571,0.0348653607070446,-0.02075166255235672,0.21599003672599792,0.055675704032182693,-0.05909604951739311,-2.7041707038879395
1702338698446812000,4.52581201171875,0.9750549793243408,0.029774818569421768,-0.016804371029138565,0.21931453049182892,0.045905593782663345,-0.050715021789073944,-2.697941541671753
1702338698545645600,4.6246455078125,0.9745932221412659,0.025527101010084152,-0.013388488441705704,0.22211967408657074,0.037481557577848434,-0.04382340982556343,-2.692605972290039
1702338698644827600,4.72382763671875,0.9742316007614136,0.02176687866449356,-0.010643457062542439,0.22424466907978058,0.030526963993906975,-0.03764737769961357,-2.688546895980835
1702338698743918300,4.82291845703125,0.9739322066307068,0.018534675240516663,-0.008387530222535133,0.22592516243457794,0.02472810260951519,-0.03231874853372574,-2.685311794281006
1702338698843222500,4.922222412109375,0.9736672043800354,0.01611928455531597,-0.006566328927874565,0.22730867564678192,0.020124422386288643,-0.028408292680978775,-2.682609796524048
1702338698942313000,5.02131298828125,0.9734189510345459,0.014061296358704567,-0.004947042092680931,0.22854605317115784,0.016064153984189034,-0.0251164510846138,-2.680170774459839
1702338699041068000,5.120068115234375,0.9731838703155518,0.012292146682739258,-0.003485295223072171,0.229673370718956,0.012433442287147045,-0.02232593484222889,-2.677931070327759
1702338699140524800,5.21952490234375,0.9730066657066345,0.010982814244925976,-0.0024012757930904627,0.23050309717655182,0.009738213382661343,-0.02026708796620369,-2.6762747764587402
1702338699239676400,5.318676513671875,0.9728671312332153,0.009867941960692406,-0.001531085348688066,0.23114891350269318,0.0075423745438456535,-0.01849362812936306,-2.6749823093414307
