time,seconds_elapsed,z,y,x
1702338694281681200,0.36068115234375,0,0,0
1702338694380863200,0.45986328125,-0.3367748260498047,0.14782285690307617,0.2699699103832245
1702338694480014800,0.559014892578125,0.11583805084228516,-0.01977086067199707,0.32649141550064087
1702338694579197200,0.658197265625,-0.18138504028320312,0.18747568130493164,0.9652167558670044
1702338694678379300,0.757379150390625,0.12279605865478516,0.03460979461669922,0.48628687858581543
1702338694777561300,0.856561279296875,0.02696514129638672,-0.08700227737426758,0.21228444576263428
1702338694876743400,0.955743408203125,-0.03527545928955078,0.12620019912719727,0.48782336711883545
1702338694975895000,1.05489501953125,0.29760169982910156,-0.18775463104248047,0.3760634660720825
1702338695075046700,1.154046630859375,-0.3221426010131836,-0.1737499237060547,0.672753095626831
1702338695174198300,1.2531982421875,0.22888422012329102,-0.2680850028991699,0.28458869457244873
1702338695273380400,1.35238037109375,-0.6186604499816895,-0.005065441131591797,0.7740755081176758
1702338695372532000,1.451531982421875,-0.24318456649780273,-0.029979228973388672,0.6779636144638062
1702338695471683600,1.55068359375,-0.1556391716003418,-0.040062904357910156,0.7329323291778564
1702338695570804700,1.6498046875,0.565859317779541,-0.22968530654907227,0.3921654224395752
1702338695669926000,1.74892578125,0.19585466384887695,-0.11586952209472656,0.29871606826782227
1702338695769077500,1.848077392578125,-1.3760194778442383,0.03222942352294922,0.1153252124786377
1702338695868473000,1.94747314453125,0.1713118553161621,-0.538886547088623,0.3838338851928711
1702338695967594200,2.04659423828125,-1.1595368385314941,0.28168296813964844,0.5439683198928833
1702338696068058000,2.14705810546875,-0.41278934478759766,0.2240157127380371,-0.2392798662185669
1702338696166050000,2.245050048828125,0.0725393295288086,0.025261402130126953,-0.5920605659484863
1702338696265201700,2.34420166015625,-0.12226629257202148,0.2305922508239746,-0.018218040466308594
1702338696364445000,2.44344482421875,0.1609344482421875,0.16918182373046875,0.07085037231445312
1702338696463108000,2.542108154296875,-0.00020074844360351562,0.1717967987060547,-0.07082247734069824
1702338696563266800,2.642266845703125,-0.2045135498046875,0.18970108032226562,0.21485114097595215
1702338696661930200,2.74093017578125,-0.12653589248657227,0.16885709762573242,0.6720685958862305
1702338696761051400,2.840051513671875,0.3719630241394043,0.06203508377075195,-0.7008893489837646
1702338696860660700,2.93966064453125,-2.868165969848633,1.2476084232330322,-0.5705984234809875
1702338696959354600,3.038354736328125,-0.5478630065917969,1.6133558750152588,0.9964311718940735
1702338697057987300,3.1369873046875,1.0293865203857422,0.9512984752655029,1.0492483377456665
1702338697157718800,3.23671875,0.9191322326660156,0.10027313232421875,-1.2677749395370483
1702338697256778800,3.33577880859375,0.18129444122314453,0.02766960859298706,-1.1792690753936768
1702338697355930400,3.434930419921875,-0.5151596069335938,0.1842028945684433,0.40547728538513184
1702338697455082000,3.53408203125,1.0660715103149414,-1.4850538969039917,-0.835817813873291
1702338697554233600,3.633233642578125,-0.18949604034423828,-0.836896538734436,-0.7171850204467773
1702338697653354800,3.732354736328125,0.3147602081298828,-1.4289591312408447,2.1705739498138428
1702338697752048600,3.831048583984375,-0.09053897857666016,-0.562343955039978,2.365780830383301
1702338697851627500,3.93062744140625,2.956014633178711,-0.7849940657615662,1.1903061866760254
1702338697950779100,4.029779052734375,-0.43758106231689453,-0.6782705187797546,0.7805808782577515
1702338698049961200,4.128961181640625,0.11246967315673828,-0.5468570590019226,0.6438254117965698
1702338698149082400,4.228082275390625,-0.00939178466796875,-0.5456503629684448,0.6145551800727844
1702338698248172800,4.3271728515625,0.0014486312866210938,-0.5042459964752197,0.6078960299491882
1702338698347019300,4.426019287109375,0.0032701492309570312,-0.5073426961898804,0.576756477355957
1702338698446812000,4.52581201171875,-0.012410163879394531,-0.4074980914592743,0.477786660194397
1702338698545645600,4.6246455078125,0.012730598449707031,-0.33308109641075134,0.39835840463638306
1702338698644827600,4.72382763671875,-0.0025615692138671875,-0.2985951900482178,0.3354378640651703
1702338698743918300,4.82291845703125,-0.006500244140625,-0.2599061131477356,0.28466981649398804
1702338698843222500,4.922222412109375,0.0017852783203125,-0.19098910689353943,0.22394371032714844
1702338698942313000,5.02131298828125,-0.0016937255859375,-0.1634661853313446,0.1928718537092209
1702338699041068000,5.120068115234375,-0.0010089874267578125,-0.1341056376695633,0.17457714676856995
1702338699140524800,5.21952490234375,-0.0012416839599609375,-0.10129071772098541,0.12941104173660278
1702338699239676400,5.318676513671875,0.004942893981933594,-0.08227679133415222,0.10535775870084763
1702338699338797300,5.41779736328125,0.0001163482666015625,-0.09197966754436493,0.08683556318283081
1702338699437918500,5.51691845703125,0.0036706924438476562,-0.06374262273311615,0.07701431214809418
1702338699537405700,5.61640576171875,-0.008909225463867188,-0.05898447334766388,0.06327280402183533
1702338699636008200,5.71500830078125,-0.0030393600463867188,-0.042648568749427795,0.06699185818433762
1702338699735342800,5.8143427734375,0.006251335144042969,-0.049379974603652954,0.029729239642620087
1702338699834586000,5.913586181640625,-0.00876617431640625,-0.03783659636974335,0.029819639399647713
1702338699933646000,6.01264599609375,-0.001312255859375,-0.023849010467529297,0.031077677384018898
1702338700032797700,6.111797607421875,-0.013466835021972656,-0.027330972254276276,0.01897861808538437
1702338700131918800,6.2109189453125,0.003941535949707031,-0.035807736217975616,0.03165905922651291
1702338700231070500,6.310070556640625,0.008862495422363281,-0.024129167199134827,0.015076424926519394
1702338700330008300,6.40900830078125,-0.004185676574707031,-0.015194326639175415,0.012036193162202835
1702338700429282000,6.508281982421875,0.0108795166015625,-0.010151706635951996,0.0047389548271894455
