time,seconds_elapsed,y,z,x
1702338694400675300,0.23767529296875,2.5360000133514404,9.331999778747559,0.2750000059604645
1702338694500464600,0.337464599609375,2.869999885559082,7.866000175476074,-0.08699999749660492
1702338694600551400,0.437551513671875,2.7829999923706055,9.050999641418457,0.3009999990463257
1702338694700468500,0.537468505859375,2.746000051498413,8.821000099182129,0.6460000276565552
1702338694800474600,0.637474609375,2.9130001068115234,8.878000259399414,-0.30799999833106995
1702338694900501200,0.737501220703125,2.63700008392334,10.413000106811523,0.7409999966621399
1702338695000943000,0.837943115234375,3.061000108718872,7.883999824523926,-1.3029999732971191
1702338695100960800,0.937960693359375,3.2829999923706055,9.03600025177002,-0.9380000233650208
1702338695201043000,1.03804296875,3.390000104904175,10.059000015258789,-0.906000018119812
1702338695300603600,1.137603759765625,3.555000066757202,8.687999725341797,-0.16899999976158142
1702338695401022200,1.238022216796875,3.0739998817443848,8.593000411987305,0.414000004529953
1702338695501005300,1.33800537109375,2.625999927520752,9.371999740600586,2.5190000534057617
1702338695601514500,1.438514404296875,2.812000036239624,9.072999954223633,2.3299999237060547
1702338695700558800,1.537558837890625,3.2249999046325684,8.347999572753906,2.134999990463257
1702338695800695800,1.63769580078125,3.441999912261963,8.47599983215332,1.5729999542236328
1702338695903820500,1.740820556640625,3.7809998989105225,9.062000274658203,2.2019999027252197
1702338696000686000,1.83768603515625,4.025000095367432,7.492000102996826,1.0870000123977661
1702338696100567000,1.937567138671875,3.6710000038146973,9.380000114440918,1.5329999923706055
1702338696200539400,2.037539306640625,4.039999961853027,6.543000221252441,0.3059999942779541
1702338696303648000,2.14064794921875,4.0289998054504395,10.138999938964844,0.03500000014901161
1702338696400468700,2.23746875,4.914000034332275,8.282999992370605,-2.0490000247955322
1702338696502914000,2.3399140625,4.841000080108643,7.123000144958496,-1.2569999694824219
1702338696601251800,2.438251953125,4.682000160217285,6.545000076293945,-0.7170000076293945
1702338696700668400,2.53766845703125,5.211999893188477,7.010000228881836,-1.1820000410079956
1702338696800652000,2.637652099609375,5.275000095367432,7.210000038146973,-1.9600000381469727
1702338696900648200,2.737648193359375,5.7769999504089355,6.359000205993652,-1.9579999446868896
1702338697022220000,2.859219970703125,5.122000217437744,4.251999855041504,-1.2680000066757202
1702338697120688000,2.957688232421875,5.1539998054504395,6.183000087738037,-1.7369999885559082
1702338697220682800,3.057682861328125,3.759999990463257,8.289999961853027,-2.1019999980926514
1702338697320746800,3.157746826171875,2.372999906539917,9.26200008392334,-0.7559999823570251
1702338697420497400,3.257497314453125,1.5329999923706055,10.017999649047852,-1.0169999599456787
1702338697521061600,3.3580615234375,1.406000018119812,7.506999969482422,-1.996000051498413
1702338697621014800,3.458014892578125,0.12600000202655792,8.279999732971191,-3.9519999027252197
1702338697720513500,3.557513427734375,-0.7379999756813049,9.432999610900879,-3.4630000591278076
1702338697820589600,3.657589599609375,-1.2599999904632568,8.793999671936035,-5.541999816894531
1702338697921115100,3.758115234375,0.2619999945163727,6.771999835968018,-4.284999847412109
1702338698020580600,3.85758056640625,-0.5870000123977661,10.475000381469727,-1.2669999599456787
1702338698120551200,3.95755126953125,-0.7089999914169312,8.409000396728516,-1.746000051498413
1702338698220969500,4.057969482421875,-0.43799999356269836,9.72599983215332,-0.08399999886751175
1702338698320542200,4.157542236328125,-0.4189999997615814,9.696000099182129,0.20499999821186066
1702338698420552200,4.25755224609375,-0.4339999854564667,9.722000122070312,0.22499999403953552
1702338698520536600,4.35753662109375,-0.43799999356269836,9.717000007629395,0.2150000035762787
1702338698620552200,4.45755224609375,-0.4359999895095825,9.708000183105469,0.2070000022649765
1702338698720552700,4.557552734375,-0.4300000071525574,9.711999893188477,0.21699999272823334
1702338698820552400,4.657552490234375,-0.43299999833106995,9.715999603271484,0.2160000056028366
