time,seconds_elapsed,z,y,x
1702338612527006700,0.2420068359375,-360.7033386230469,-6.558507919311523,-46.069332122802734
1702338612627006000,0.342005859375,-357.3665771484375,-9.44082260131836,-44.90486145019531
1702338612726987500,0.441987548828125,-354.4623718261719,-11.675811767578125,-44.300048828125
1702338612826995500,0.541995361328125,-351.3697814941406,-14.562871932983398,-43.56512451171875
1702338612926986800,0.64198681640625,-348.8069152832031,-17.088613510131836,-43.01323699951172
1702338613026993700,0.74199365234375,-346.386962890625,-19.498279571533203,-42.377628326416016
1702338613127013400,0.842013427734375,-343.93450927734375,-22.19403648376465,-41.777809143066406
1702338613227009800,0.942009765625,-341.8354797363281,-24.707727432250977,-41.34060287475586
1702338613340591400,1.05559130859375,-342.46478271484375,-24.60117530822754,-41.199462890625
1702338613527048400,1.24204833984375,-342.9381408691406,-24.50083351135254,-40.698184967041016
1702338613626992400,1.341992431640625,-343.3003234863281,-24.413942337036133,-40.317665100097656
1702338613726991400,1.441991455078125,-343.1334533691406,-24.437835693359375,-39.641937255859375
1702338613827108900,1.54210888671875,-342.8129577636719,-24.58106231689453,-39.5803108215332
1702338613926997500,1.64199755859375,-342.7479553222656,-24.228504180908203,-39.168846130371094
1702338614026976300,1.741976318359375,-343.0830383300781,-24.06913185119629,-38.79818344116211
1702338614126993200,1.8419931640625,-342.5752868652344,-23.87617301940918,-38.97627258300781
1702338614226982700,1.941982666015625,-342.37744140625,-23.819711685180664,-38.19099426269531
1702338614326984700,2.041984619140625,-343.146728515625,-22.969196319580078,-36.697120666503906
1702338614426990300,2.141990234375,-343.9584655761719,-21.246990203857422,-34.30284881591797
1702338614526992600,2.24199267578125,-344.91741943359375,-19.227476119995117,-31.004262924194336
1702338614626987800,2.34198779296875,-346.127197265625,-16.66142463684082,-27.19375991821289
1702338614726980400,2.44198046875,-347.3460693359375,-13.724111557006836,-23.455400466918945
1702338614826979300,2.541979248046875,-348.2229309082031,-10.520763397216797,-19.660728454589844
1702338614926984200,2.641984130859375,-350.1668395996094,-7.257358551025391,-15.952922821044922
1702338615026989300,2.7419892578125,-353.12799072265625,-3.6307811737060547,-14.108789443969727
1702338615127000300,2.842000244140625,-356.26544189453125,-0.6738624572753906,-14.441944122314453
1702338615226991900,2.941991943359375,-359.2916259765625,1.5922908782958984,-15.24195671081543
1702338615326989300,3.0419892578125,-361.9277038574219,3.4496593475341797,-17.466388702392578
1702338615426995500,3.141995361328125,-364.77398681640625,5.342004776000977,-20.801422119140625
1702338615526993400,3.241993408203125,-366.6163635253906,6.430778503417969,-24.603221893310547
1702338615626991900,3.341991943359375,-369.74578857421875,7.169410705566406,-28.410768508911133
1702338615726999300,3.441999267578125,-372.36871337890625,7.754068374633789,-31.772418975830078
1702338615826997200,3.541997314453125,-374.05029296875,8.180652618408203,-33.70575714111328
1702338615926984700,3.641984619140625,-374.4072570800781,8.45742416381836,-34.773128509521484
1702338616026989300,3.7419892578125,-374.355224609375,8.489233016967773,-35.76691818237305
1702338616126988000,3.841988037109375,-375.1996154785156,8.851289749145508,-36.76496887207031
1702338616226990000,3.941989990234375,-375.3749694824219,8.621570587158203,-36.97343826293945
1702338616326985700,4.04198583984375,-376.6846008300781,8.475534439086914,-36.6918830871582
1702338616426989800,4.14198974609375,-376.452392578125,8.367132186889648,-36.68158721923828
1702338616526987500,4.241987548828125,-376.82366943359375,8.352544784545898,-36.625389099121094
1702338616626990800,4.341990966796875,-376.279296875,8.222198486328125,-36.73802185058594
1702338616726990800,4.441990966796875,-376.606689453125,8.105127334594727,-36.28330993652344
1702338616826988500,4.541988525390625,-376.86492919921875,8.137784957885742,-36.259307861328125
1702338616926987300,4.6419873046875,-376.4410095214844,7.657354354858398,-35.86610794067383
1702338617026987800,4.74198779296875,-376.29803466796875,7.788373947143555,-35.813026428222656
1702338617126988800,4.84198876953125,-375.841064453125,7.756641387939453,-35.912837982177734
1702338617226991900,4.941991943359375,-376.03179931640625,8.065046310424805,-35.44339370727539
1702338617326988000,5.041988037109375,-375.5960388183594,7.8709564208984375,-35.40107345581055
1702338617426990000,5.141989990234375,-376.04571533203125,7.876594543457031,-35.10503005981445
1702338617526987000,5.241987060546875,-376.3153076171875,8.018682479858398,-35.360294342041016
1702338617626983200,5.341983154296875,-376.5867919921875,7.746814727783203,-35.031089782714844
1702338617726983200,5.441983154296875,-376.92181396484375,7.680349349975586,-34.775787353515625
1702338617826988500,5.541988525390625,-376.989501953125,7.5486297607421875,-34.299381256103516
1702338617926984400,5.641984375,-376.87066650390625,7.371726989746094,-34.278324127197266
1702338618026988000,5.741988037109375,-376.8819885253906,7.368335723876953,-34.61537170410156
1702338618126989800,5.84198974609375,-377.5788879394531,7.717683792114258,-34.64940643310547
1702338618226990300,5.941990234375,-376.9515075683594,7.910541534423828,-34.684715270996094
1702338618326985200,6.041985107421875,-376.3495178222656,7.731693267822266,-34.816009521484375
1702338618426989600,6.141989501953125,-376.8389892578125,8.289783477783203,-35.411190032958984
1702338618526985700,6.24198583984375,-376.8224182128906,8.873958587646484,-35.463191986083984
1702338618626983700,6.341983642578125,-377.0783386230469,8.716947555541992,-35.4626350402832
1702338618726987000,6.441987060546875,-378.1188049316406,8.873832702636719,-35.562522888183594
1702338618826984400,6.541984375,-378.4787902832031,8.456914901733398,-35.38176727294922
1702338618927011600,6.642011474609375,-378.07171630859375,8.151269912719727,-35.39691925048828
