time,seconds_elapsed,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1702338742201000000,0.761,16.18199920654297,0,0,246.20001220703125,19.9022448,50.0697077
1702338747202000000,5.761999755859375,15.756999969482422,0.015455170534551144,221.36135864257812,255.20001220703125,19.9022141,50.0696853
1702338752481000000,11.041,16.447999954223633,0.06984885782003403,72.50373077392578,255.20001220703125,19.9022201,50.0696866
1702338758101000000,16.661,16.257999420166016,0.003691523103043437,33.2088508605957,255.20001220703125,19.9022186,50.0696865
1702338763132000000,21.692,15.916000366210938,0.04259466752409935,87.78646850585938,255.20001220703125,19.9022228,50.0696865
1702338768152000000,26.712,15.864999771118164,0.06268288195133209,256.47149658203125,255.20001220703125,19.9022158,50.0696856
1702338773754000000,32.31399975585938,16.440000534057617,0.002943433588370681,8.804991722106934,255.20001220703125,19.9022174,50.069686
1702338779388000000,37.948,15.88599967956543,0.027762440964579582,253.17892456054688,255.20001220703125,19.9022145,50.0696854
1702338785035000000,43.595,15.88599967956543,0.0134738115593791,251.6731719970703,255.20001220703125,19.9022139,50.0696853
1702338790616000000,49.176,15.887999534606934,0.004371092654764652,257.2278747558594,255.20001220703125,19.9022138,50.0696853
1702338796255000000,54.815,16.44499969482422,0.03447110205888748,74.79131317138672,255.20001220703125,19.9022173,50.0696859
1702338801880000000,60.44,16.44099998474121,0.01825707219541073,71.03236389160156,255.20001220703125,19.9022183,50.0696861
1702338807471000000,66.031,15.855999946594238,0.032008178532123566,254.36546325683594,255.20001220703125,19.9022146,50.0696855
1702338813095000000,71.655,17.43000030517578,0.06865718960762024,70.76216888427734,246.20001220703125,19.9022221,50.0696871
1702338818128000000,76.688,15.880000114440918,0.04409363865852356,252.2311553955078,255.20001220703125,19.9022159,50.0696858
1702338823736000000,82.296,16.441999435424805,0.0435556136071682,220.3994140625,246.20001220703125,19.9022141,50.0696838
1702338829366000000,87.92600024414062,16.23699951171875,0.03939727693796158,48.341182708740234,255.20001220703125,19.9022179,50.0696862
1702338834993000000,93.553,16.451000213623047,0.010099955834448338,43.678741455078125,255.20001220703125,19.9022179,50.0696862
1702338840600000000,99.16,16.667999267578125,0.017978038638830185,203.47586059570312,246.20001220703125,19.902217,50.069685
1702338846234000000,104.79399975585937,16.45599937438965,0.042819876223802567,66.3251953125,255.20001220703125,19.9022213,50.0696864
1702338851858000000,110.41799975585937,16.239999771118164,0.14478327333927155,236.0608673095703,255.20001220703125,19.9022076,50.0696807
1702338857459000000,116.019,15.88599967956543,0.033383261412382126,20.320301055908203,255.20001220703125,19.902212,50.0696841
1702338863085000000,121.645,16.23200035095215,0.0652182549238205,52.01314163208008,255.20001220703125,19.902217,50.0696863
1702338868690000000,127.24999975585938,16.238000869750977,0.029129501432180405,57.855125427246094,255.20001220703125,19.9022183,50.0696867
1702338874290000000,132.8499997558594,16.235000610351562,0.09779231250286102,302.0908203125,255.20001220703125,19.9022089,50.0696899
1702338879940000000,138.5,16.240999221801758,0.0679250955581665,151.1536407470703,255.20001220703125,19.9022145,50.069685
1702338885566000000,144.1260002441406,15.855999946594238,0.017893267795443535,162.69476318359375,255.20001220703125,19.9022142,50.0696849
1702338891185000000,149.745,15.895000457763672,0.0018174446886405349,54.108760833740234,255.20001220703125,19.9022143,50.0696852
1702338896809000000,155.369,16.246000289916992,0.10476026684045792,226.93650817871094,255.20001220703125,19.9022062,50.0696804
1702338902445000000,161.005,15.871000289916992,0.05306308716535568,44.46041488647461,255.20001220703125,19.9022122,50.0696842
1702338908065000000,166.625,16.250999450683594,0.03078186884522438,76.11176300048828,255.20001220703125,19.9022143,50.069684
1702338913108000000,171.668,16.576000213623047,0.05123689025640488,57.38145446777344,255.20001220703125,19.9022177,50.0696856
1702338918731000000,177.291,16.246000289916992,0.11365290731191635,233.15853881835938,255.20001220703125,19.9022071,50.0696806
1702338924364000000,182.924,16.2450008392334,0.06891138851642609,53.61920166015625,255.20001220703125,19.9022153,50.0696845
1702338930007000000,188.567,16.243000030517578,0.08841822296380997,232.92962646484375,255.20001220703125,19.9022064,50.0696802
1702338935616000000,194.176,16.235000610351562,0.057337626814842224,44.60955810546875,255.20001220703125,19.9022125,50.0696839
1702338941266000000,199.82599975585939,16.41900062561035,0.08924449980258942,57.570960998535156,246.20001220703125,19.9022194,50.0696864
1702338946892000000,205.452,16.538999557495117,0.7218409180641174,62.02925109863281,246.20001220703125,19.9022846,50.0697085
1702338952500000000,211.06,16.24799919128418,0.39145633578300476,242.65890502929688,255.20001220703125,19.9022309,50.0696905
