time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1702338741572357000,0.132357177734375,0.6071609854698181,0.0405610017478466,0.05514200031757355,0.7916240096092224,-0.0027679482009261847,-0.13698559999465942,-1.3087507486343384
1702338741672358700,0.232358642578125,0.6282899975776672,0.04015599936246872,0.06723400205373764,0.7740269899368286,-0.022594593465328217,-0.15516294538974762,-1.3654437065124512
1702338741772358700,0.332358642578125,0.6451820135116577,0.03246299922466278,0.08052899688482285,0.7590780258178711,-0.055407311767339706,-0.164890855550766,-1.4135133028030396
1702338741872344600,0.432344482421875,0.6600610017776489,0.029765000566840172,0.09414999932050705,0.7446929812431335,-0.08136808127164841,-0.18049760162830353,-1.4578138589859009
1702338741972363300,0.53236328125,0.6691889762878418,0.02916399948298931,0.1088939979672432,0.7344899773597717,-0.1051938608288765,-0.2003328800201416,-1.4884005784988403
1702338742072347600,0.63234765625,0.6695320010185242,0.027178000658750534,0.11610899865627289,0.7331479787826538,-0.11845389008522034,-0.20814290642738342,-1.4925377368927002
1702338742172335000,0.732335205078125,0.6616389751434326,0.024939000606536865,0.11584600061178207,0.7403990030288696,-0.11916212737560272,-0.20599962770938873,-1.47089421749115
1702338742272367900,0.832367919921875,0.6545370221138,0.029742999002337456,0.11726400256156921,0.7462869882583618,-0.11193396896123886,-0.21562804281711578,-1.4521149396896362
1702338742372336600,0.932336669921875,0.6516410112380981,0.024901000782847404,0.12278799712657928,0.7481079697608948,-0.12607698142528534,-0.2178903967142105,-1.4469859600067139
1702338742472355600,1.03235546875,0.6617739796638489,0.03146599978208542,0.13551199436187744,0.7366819977760315,-0.13747821748256683,-0.24371063709259033,-1.480629801750183
1702338742572340000,1.132340087890625,0.6784420013427734,0.028502000495791435,0.1617330014705658,0.7160620093345642,-0.1866222470998764,-0.2737000584602356,-1.5426263809204102
1702338742672357000,1.232357177734375,0.6635630130767822,0.0020630001090466976,0.17035499215126038,0.7284629940986633,-0.23254038393497467,-0.2536434531211853,-1.5074001550674438
1702338742772343000,1.332343017578125,0.6588349938392639,-0.02796499989926815,0.19364599883556366,0.7263979911804199,-0.30998650193214417,-0.2469828724861145,-1.512107253074646
1702338742872377300,1.43237744140625,0.6698489785194397,-0.022623999044299126,0.20855599641799927,0.712244987487793,-0.32926589250564575,-0.2700468897819519,-1.5545949935913086
1702338742972346000,1.53234619140625,0.6686879992485046,-0.02621600031852722,0.20741799473762512,0.713545024394989,-0.3321821987628937,-0.26399943232536316,-1.5504207611083984
1702338743072332000,1.63233203125,0.671392023563385,-0.016155999153852463,0.19013899564743042,0.7161129713058472,-0.2917565107345581,-0.2533288896083832,-1.543770670890808
1702338743172349200,1.73234912109375,0.7074810266494751,0.016598999500274658,0.18886099755764008,0.6808270215988159,-0.25771570205688477,-0.2844715714454651,-1.6462953090667725
1702338743272335000,1.832335205078125,0.7395099997520447,0.07092300057411194,0.16269399225711823,0.6493250131607056,-0.15720154345035553,-0.32169926166534424,-1.7260406017303467
1702338743372352300,1.932352294921875,0.7636610269546509,0.0966389998793602,0.15528899431228638,0.6191660165786743,-0.12527142465114594,-0.34680867195129395,-1.800994873046875
1702338743472355600,2.03235546875,0.7644709944725037,0.09518299996852875,0.14130300283432007,0.6217359900474548,-0.10333777964115143,-0.3270339369773865,-1.7930716276168823
1702338743572357000,2.132357177734375,0.760578989982605,0.10538599640130997,0.13207800686359406,0.6268709897994995,-0.0728212371468544,-0.33196407556533813,-1.775145173072815
1702338743672341500,2.232341552734375,0.7566670179367065,0.12531499564647675,0.12235700339078903,0.6299039721488953,-0.029069945216178894,-0.3509496748447418,-1.7582868337631226
1702338743772358700,2.332358642578125,0.7471179962158203,0.11933399736881256,0.12630599737167358,0.6415759921073914,-0.03787761554121971,-0.3473241329193115,-1.7291508913040161
1702338743872346000,2.43234619140625,0.7388929724693298,0.1121009960770607,0.12912499904632568,0.6517639756202698,-0.04743266850709915,-0.3405221402645111,-1.7040942907333374
1702338743972361700,2.53236181640625,0.7478070259094238,0.12709499895572662,0.14017599821090698,0.6363800168037415,-0.05153555050492287,-0.3773900866508484,-1.741290807723999
1702338744072364800,2.63236474609375,0.7548159956932068,0.1321520060300827,0.14091500639915466,0.6268410086631775,-0.05080491304397583,-0.3856521546840668,-1.7654377222061157
1702338744172333600,2.73233349609375,0.7551349997520447,0.12030000239610672,0.1445010006427765,0.628026008605957,-0.07211495190858841,-0.3716853857040405,-1.7676388025283813
1702338744272350700,2.832350830078125,0.7517719864845276,0.11379099637269974,0.14548100531101227,0.633027970790863,-0.07996800541877747,-0.3632102310657501,-1.7565646171569824
1702338744378699300,2.93869921875,0.7381659746170044,0.10772699862718582,0.13405700027942657,0.6523290276527405,-0.06089702993631363,-0.3404797911643982,-1.7045724391937256
1702338744475010600,3.035010498046875,0.7226700186729431,0.09807399660348892,0.12021800130605698,0.673554003238678,-0.04371773079037666,-0.3085704743862152,-1.6479207277297974
1702338744575016400,3.135016357421875,0.710312008857727,0.08964599668979645,0.11368999630212784,0.6888350248336792,-0.03965050354599953,-0.287943035364151,-1.6072416305541992
1702338744675000300,3.235000244140625,0.703108012676239,0.07204099744558334,0.11689899861812592,0.6976979970932007,-0.06626491248607635,-0.26760825514793396,-1.5874420404434204
1702338744775011800,3.33501171875,0.6952739953994751,0.05273199826478958,0.11434999853372574,0.70762699842453,-0.0869239941239357,-0.2373838722705841,-1.5635569095611572
1702338744875006500,3.43500634765625,0.6784899830818176,0.04988599941134453,0.09814000129699707,0.7263129949569702,-0.06213635951280594,-0.2118358165025711,-1.5093450546264648
1702338744974997200,3.534997314453125,0.6618930101394653,0.04005499929189682,0.09307599812746048,0.7427170276641846,-0.06495791673660278,-0.19246861338615417,-1.4621104001998901
1702338745074985700,3.63498583984375,0.6494359970092773,0.04413500055670738,0.08253199607133865,0.7546340227127075,-0.041287194937467575,-0.18290677666664124,-1.4250144958496094
1702338745175278300,3.7352783203125,0.6323300004005432,0.0576229989528656,0.047099001705646515,0.7711150050163269,0.02962326817214489,-0.14602945744991302,-1.3714909553527832
1702338745274983200,3.834983154296875,0.6170179843902588,0.07677900046110153,0.022715000435709953,0.7828649878501892,0.09311137348413467,-0.13068526983261108,-1.3288540840148926
1702338745375009000,3.935009033203125,0.6067960262298584,0.09309200197458267,0.000678999989759177,0.789385974407196,0.14764265716075897,-0.11429639905691147,-1.3022524118423462
1702338745475180500,4.0351806640625,0.5979250073432922,0.13831500709056854,-0.023665999993681908,0.7891719937324524,0.2512931525707245,-0.1284034699201584,-1.2805296182632446
1702338745575198700,4.13519873046875,0.5896899700164795,0.14898400008678436,-0.0371909998357296,0.7928959727287292,0.285928338766098,-0.11699829250574112,-1.2620728015899658
1702338745675010000,4.235010009765625,0.5860080122947693,0.14018400013446808,-0.022861000150442123,0.7977589964866638,0.2552952170372009,-0.12817341089248657,-1.2506284713745117
1702338745775031000,4.335031005859375,0.5964139699935913,0.09906099736690521,0.012559999711811543,0.7964410185813904,0.14469797909259796,-0.138612762093544,-1.275464653968811
1702338745875030500,4.435030517578125,0.5936129689216614,0.021402999758720398,0.045076001435518265,0.8032010197639465,-0.019226964563131332,-0.09797705709934235,-1.273864984512329
1702338745975046700,4.535046630859375,0.5490530133247375,-0.08262699842453003,0.06802800297737122,0.8289059996604919,-0.21334829926490784,-0.022046221420168877,-1.172422170639038
1702338746075190800,4.635190673828125,0.49426698684692383,-0.14427100121974945,0.07500900328159332,0.8539659976959229,-0.3263499438762665,0.014507027342915535,-1.0469658374786377
1702338746175006500,4.73500634765625,0.4995979964733124,-0.12535199522972107,0.047008998692035675,0.855849027633667,-0.26488539576530457,0.04480099305510521,-1.050793170928955
1702338746275021000,4.83502099609375,0.513634979724884,-0.09058500081300735,0.015387999825179577,0.8530740141868591,-0.17158108949661255,0.06685082614421844,-1.0781701803207397
1702338746375184100,4.93518408203125,0.5120530128479004,-0.050202999264001846,0.0015839999541640282,0.8574829697608948,-0.08793610334396362,0.04871595650911331,-1.0745093822479248
1702338746475030000,5.035030029296875,0.5115050077438354,-0.01498700026422739,-0.008597999811172485,0.8591060042381287,-0.016963506117463112,0.0301095861941576,-1.073792815208435
1702338746575120600,5.13512060546875,0.47183001041412354,-0.003237999975681305,-0.012343999929726124,0.8815969824790955,0.005941182840615511,0.024822987616062164,-0.9828912019729614
1702338746675021000,5.23502099609375,0.3948709964752197,-0.01266700029373169,-0.008743999525904655,0.9186069965362549,-0.016372783109545708,0.02607121504843235,-0.811742901802063
1702338746775002400,5.33500244140625,0.2997579872608185,-0.008111000061035156,-0.0015239999629557133,0.9539790153503418,-0.014562739059329033,0.007770480588078499,-0.6088424324989319
1702338746874999800,5.434999755859375,0.20266500115394592,-0.019158000126481056,-0.004435000009834766,0.9790499806404114,-0.03572807088494301,0.016450226306915283,-0.4079431891441345
1702338746975142000,5.535141845703125,0.10300199687480927,-0.022458000108599663,-0.002580000087618828,0.9944239854812622,-0.04415050148963928,0.009757820516824722,-0.20620743930339813
