time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1702338675335000000,1.217,0,0,9.100006103515625,16.81800079345703,0,0,246.20001220703125,19.9022092,50.0696798
1702338676984705000,2.866705078125,0,0,9.100006103515625,37.909000396728516,0.0026419006753712893,45.76227569580078,246.20001220703125,19.9022096,50.0696801
1702338677989203500,3.871203369140625,0,0,9.100006103515625,48.12699890136719,0.004438742529600859,45.76227569580078,246.20001220703125,19.9022097,50.0696801
1702338693024000000,18.906,0,0,9.100006103515625,17.924999237060547,0,0,246.20001220703125,19.9022225,50.0696782
1702338695029213200,20.911213134765624,0,0,9.100006103515625,44.64099884033203,0.00035381369525566697,347.47344970703125,246.20001220703125,19.9022216,50.0696807
1702338703081000000,28.963,0,0,9.100006103515625,182.2519989013672,0.0006303738919086754,347.47344970703125,246.20001220703125,19.9022216,50.0696807
1702338704984798000,30.8667978515625,0,0,9.100006103515625,98.75,0.19491808116436005,104.41634368896484,246.20001220703125,19.9022505,50.0696759
1702338705986320100,31.868320068359374,0,0,9.100006103515625,96.31300354003906,0.19600887596607208,104.42438507080078,246.20001220703125,19.9022532,50.0696755
1702338713160000000,39.042,0,0,9.100006103515625,182.2570037841797,0,90,246.20001220703125,19.9022537,50.0696754
1702338724288000000,50.17,0,0,9.100006103515625,17.722000122070312,0.22105032205581665,87.1522216796875,246.20001220703125,19.9023307,50.0696779
1702338746494000000,72.37600024414063,0,0,9.100006103515625,17.179000854492188,0,0,246.20001220703125,19.9023074,50.0697092
1702338757593000000,83.475,0,0,9.100006103515625,17.159000396728516,0.008108917623758316,214.84164428710938,246.20001220703125,19.9022998,50.0697022
1702338768742000000,94.62400024414063,0,0,109.70001220703125,16.996999740600586,0.3234570026397705,267.22784423828125,246.20001220703125,19.9022477,50.0697034
1702338779882000000,105.76399975585937,0,0,109.70001220703125,22.104000091552734,0.04051965847611427,265.6245422363281,246.20001220703125,19.902248,50.0697032
1702338791033000000,116.915,0,0,109.70001220703125,22.00200080871582,0.030135774984955788,87.65193176269531,246.20001220703125,19.902255,50.0697034
1702338802225000000,128.107,0,0,109.70001220703125,17.929000854492188,0.007573933340609074,60.077449798583984,246.20001220703125,19.9022562,50.0697039
1702338824415000000,150.297,0,0,9.100006103515625,17.88800048828125,0,0,246.20001220703125,19.9022703,50.0696992
1702338861826000000,187.70799975585936,0,0,9.100006103515625,16.902999877929688,0,0,246.20001220703125,19.9022582,50.0697081
1702338957173000000,283.055,0,0,9.20001220703125,17.990999221801758,0,0,248.3000030517578,19.9022257,50.0696725
